ID,HAS_EMAIL,PHONE_COUNTRY,IS_FRAUDSTER,TERMS_VERSION,CREATED_DATE,STATE,COUNTRY,BIRTH_YEAR,KYC,FAILED_SIGN_IN_ATTEMPTS
97f9d02d-415b-4a58-9199-c0c41c37f398,1,PL,False,2018-05-25,2018-03-08 14:46:25.707000,ACTIVE,PL,1995,PASSED,0
76926ed6-cee9-4ba4-978b-21404746481c,1,GB||JE||IM||GG,False,,2017-03-15 00:11:47.314000,ACTIVE,GB,1995,NONE,0
07536f10-049f-49cb-8e6d-10d56993a038,1,FR,False,2018-03-20,2018-03-05 13:09:54.211000,ACTIVE,FR,1999,PASSED,0
5e0f2caf-d770-4f58-a217-3834fbdae58b,1,GB||JE||IM||GG,False,2018-09-20,2017-10-29 08:09:31.912000,ACTIVE,GB,1983,PASSED,0
4e09765d-771c-4ea4-8bc8-5d4afc5f9073,1,FR,False,2018-03-20,2018-03-02 16:28:53.748000,ACTIVE,FR,1963,PASSED,0
2793f381-f717-437d-9793-1c52c5f06704,1,CY,False,2018-03-20,2018-03-29 08:02:44.619000,ACTIVE,CY,1984,PASSED,0
6da7dc35-ab4a-4bb1-9bce-69c4995cac96,1,GB||JE||IM||GG,False,2018-09-20,2018-04-22 06:36:38.723000,ACTIVE,GB,1988,PASSED,0
c0672fbe-3a48-4012-87bb-57424a8ed888,1,ES,False,2018-03-20,2018-01-03 07:34:28.322000,ACTIVE,ES,1979,PASSED,0
08c5ae1b-f291-4bb7-a229-e5c289a1e775,1,IE,False,2018-09-20,2017-07-11 22:33:57.075000,ACTIVE,IE,1974,PASSED,0
65ac0928-e17d-4636-96f4-ebe6bdb9c98d,1,FR,False,2018-09-20,2016-03-19 12:31:37.961000,ACTIVE,FR,1994,PASSED,0
2c295b27-9f2a-4e48-8463-cd58a3f6ad5a,1,GB||JE||IM||GG,False,2018-05-25,2016-09-05 07:42:27.223000,ACTIVE,GB,1997,PASSED,0
c6205550-7ffc-42ba-ad45-f10d513a75fb,1,GB||JE||IM||GG,False,2018-03-20,2017-10-23 08:49:42.153000,ACTIVE,GB,1981,PASSED,0
884a4c3c-3f4d-4e61-9bf4-f643bbbf3595,1,IE,False,2018-09-20,2018-05-30 17:15:45.784000,ACTIVE,IE,1974,PASSED,0
726a5600-adca-4f87-a480-d44230da8de9,1,GB||JE||IM||GG,False,2018-09-20,2018-02-23 16:06:45.319000,ACTIVE,GB,1991,PASSED,0
a2e41203-a8f5-4744-97ca-dfb04479cde9,1,LT,False,2018-03-20,2016-10-22 21:45:18.058000,ACTIVE,LT,1988,PASSED,0
edfe659d-ebb0-429e-8b0c-31a3cbc10c28,1,GB||JE||IM||GG,False,2018-05-25,2017-10-04 23:43:06.802000,ACTIVE,GB,1994,PASSED,0
fae0e7f3-45e3-4c4d-84d1-ad6465d164a8,1,GB||JE||IM||GG,False,2018-05-25,2018-02-04 22:54:29.935000,ACTIVE,GB,1974,PASSED,0
a53a24f1-4eed-4acf-9ebd-596ee11496c3,1,ES,False,2018-03-20,2018-03-09 14:25:26.608000,ACTIVE,ES,1993,PASSED,0
d965ed21-1a54-45c1-b867-cf46eb0749c7,1,FR,False,,2017-03-27 18:52:00.094000,ACTIVE,FR,1971,NONE,0
5309396a-33ea-430c-8bb2-5d9d4e9b062b,1,IE,False,2018-09-20,2018-05-18 22:53:36.115000,ACTIVE,IE,1986,PASSED,0
6fd17f9c-787f-4c2b-ab47-3ec9142cacf5,1,ES,False,,2017-01-12 22:13:06.278000,ACTIVE,ES,1987,NONE,0
0aa06081-4ea7-4791-b00d-e4e5ea510837,1,US||PR||CA,False,2018-05-25,2018-05-20 13:16:51.182000,ACTIVE,IT,1990,NONE,0
e987324e-1b79-4f0b-a9a5-d694cf3fdcf3,1,ES,False,2018-05-25,2018-06-13 04:52:36.959000,ACTIVE,ES,1981,PASSED,0
912105d2-28a6-480b-812e-386de40ee805,1,MT,False,2018-03-20,2018-03-14 19:14:35.886000,ACTIVE,MT,1992,PASSED,0
0ab0a2d3-f7dd-4ad3-acbf-badebeb0c69d,1,LT,False,2018-03-20,2017-12-18 22:35:44.365000,ACTIVE,LT,1995,PASSED,0
4154866e-71ea-4e43-a02d-fddf46de1d47,1,IE,False,2018-03-20,2018-02-08 22:42:23.745000,ACTIVE,IE,1992,PASSED,0
c2cf22bb-3cce-4075-9afc-24fd51e5b67b,1,GB||JE||IM||GG,False,2018-03-20,2018-03-11 20:16:22.638000,ACTIVE,GB,1995,NONE,0
543070c8-52ac-43cf-b4a7-266965817fe7,0,FR,False,,2016-09-22 19:49:34.190000,ACTIVE,FR,1984,NONE,0
4d612d5b-b627-4084-a734-777f64f8a876,1,BE,False,2018-09-20,2017-11-12 17:55:26.339000,ACTIVE,BE,1988,PASSED,0
7e52eccd-3ee9-4666-9616-24e189548909,1,FR,False,2018-05-25,2018-07-22 19:08:32.181000,ACTIVE,FR,1999,NONE,0
f3aa0d93-c273-4ef0-9c73-bb5270c6c46c,1,FR,False,,2017-09-16 17:29:15.759000,ACTIVE,FR,1998,NONE,0
a2a19d36-75b4-46fb-b649-5200ffdc15d6,1,FR,False,2018-09-20,2018-07-25 19:18:07.597000,ACTIVE,FR,1990,PASSED,0
bb92ae99-d0af-42ab-9836-56ce903147f5,1,FR,False,2018-05-25,2018-03-03 17:07:35.720000,ACTIVE,FR,1976,PASSED,0
d69a7239-194f-4873-9a02-8c6980ecd48e,1,ES,False,2018-03-20,2018-04-28 09:45:43.035000,ACTIVE,ES,1954,NONE,0
035f0a16-af2c-4197-8c9a-7382590ef22e,1,FR,False,2018-09-20,2017-07-18 08:36:00.994000,ACTIVE,FR,1964,PASSED,0
c2c667e2-bc43-4e85-86e2-a6fad62d3086,1,LT,False,2018-01-13,2016-12-06 17:38:35.872000,ACTIVE,LT,1997,PASSED,0
c76e2a57-2d98-4dd1-a663-b5ed2fad887c,1,GB||JE||IM||GG,False,2018-05-25,2018-04-13 13:34:56.222000,ACTIVE,GB,1984,PASSED,0
9f1b45db-075e-45b9-853d-956c5e6432fd,1,GB||JE||IM||GG,False,2018-05-25,2017-03-10 13:28:13.758000,ACTIVE,GB,1962,PASSED,0
14e804e2-6484-4243-8366-31b4e1091cd6,1,HU,False,2018-05-25,2018-07-11 10:53:09.491000,ACTIVE,HU,1979,NONE,0
66b21d5f-36de-450f-a843-9f1715fdc21d,1,GB||JE||IM||GG,False,2018-05-25,2018-07-05 07:05:26.113000,ACTIVE,GB,1988,NONE,0
4e33d702-d2dc-4c98-bb02-c021dc87a841,1,PL,False,2018-03-20,2017-11-25 15:12:36.184000,ACTIVE,PL,1972,PASSED,0
8af7df8d-09ba-4300-a7f6-b83115819eaa,1,GB||JE||IM||GG,False,2018-05-25,2018-06-10 22:57:57.987000,ACTIVE,GB,1983,NONE,0
80453947-bcd5-44a3-aa2a-d41888b407b9,1,LT,False,2018-09-20,2017-12-05 08:45:01.544000,ACTIVE,LT,1980,PASSED,0
0373b3d8-55a6-4d69-a86f-797e5ac3df1b,1,FR,False,2018-09-20,2018-07-19 10:27:53.582000,ACTIVE,FR,1995,PASSED,0
7eb785b1-8b7a-46b8-8933-5756a73106e0,1,GB||JE||IM||GG,False,2018-09-20,2016-04-21 22:56:46.213000,ACTIVE,GB,1986,PASSED,0
076b67fe-8a06-4e9f-b8fd-6d2e4015f60a,1,LT,False,2018-05-25,2018-02-20 16:47:45.404000,ACTIVE,LT,1988,PASSED,0
d99f1071-3141-41e4-abcf-de7481a8d313,1,GB||JE||IM||GG,False,2018-09-20,2018-03-14 15:49:18.199000,ACTIVE,GB,1997,PASSED,0
92e46b2a-ad65-4526-9455-941daf64d474,1,GB||JE||IM||GG,False,2018-03-20,2017-08-04 10:28:00.889000,ACTIVE,GB,1997,PASSED,0
355733e9-7e23-45f9-bae3-2fbddca688f2,1,PL,False,2018-09-20,2017-11-23 20:56:32.967000,ACTIVE,PL,1970,PASSED,0
c5bf6052-a9d9-4b78-b7db-e63807c04025,1,GB||JE||IM||GG,False,2018-05-25,2018-03-20 12:40:34.114000,ACTIVE,GB,1979,PASSED,0
03364d40-2084-4c1b-a0a0-5d82fa3c4664,1,GB||JE||IM||GG,False,2018-09-20,2018-01-07 18:50:02.151000,ACTIVE,GB,1990,PASSED,0
add354a8-edd3-4dc3-8b28-42b924908999,1,ES,False,,2016-07-21 09:48:19.089000,ACTIVE,ES,1986,PASSED,0
5f880ec3-150b-4083-a41e-7f348fc5d340,1,GB||JE||IM||GG,False,2018-05-25,2018-01-25 07:18:17.729000,ACTIVE,GB,1974,PASSED,0
ed44233f-4b76-4370-8173-c251f7fd2996,1,IE,False,2018-09-20,2018-04-13 22:01:04.737000,ACTIVE,IE,1992,PASSED,0
bb93f7ce-fbb7-49a2-a4d3-7181a71229c3,1,GB||JE||IM||GG,False,2018-09-20,2018-05-15 11:30:22.146000,ACTIVE,GB,1982,PASSED,0
83039ec0-fc8f-479b-a50e-6d3920f5e50a,1,GR,False,2018-05-25,2018-05-26 14:21:29.383000,ACTIVE,GR,1993,NONE,0
f2318b2b-f057-4cfe-94d1-15fe869790b2,1,FR,False,2017-02-02,2017-03-02 15:32:52.788000,ACTIVE,GB,1995,PASSED,0
93b5c32e-c76b-4740-a6a4-892754b5a775,1,ES,False,2018-05-25,2018-06-16 15:53:57.013000,ACTIVE,ES,1982,PASSED,0
1dc58021-4301-45ff-beed-5717a65fd83c,1,CZ,False,2018-05-25,2018-03-06 10:14:46.894000,ACTIVE,CZ,1991,PASSED,0
88dd56a4-3768-48af-93c9-ca20847cf969,1,GB||JE||IM||GG,False,2018-03-20,2018-04-18 11:42:11.398000,ACTIVE,GB,1984,NONE,0
b64f4804-2e3f-4696-a6f6-90ec398f07b9,1,IE,False,2018-09-20,2018-05-16 12:59:34.926000,ACTIVE,IE,1976,PASSED,0
1a3dafc7-ced9-41b5-8f9d-5cfbafdcb78b,1,GB||JE||IM||GG,False,2018-05-25,2017-10-09 17:06:08.479000,ACTIVE,GB,1993,PASSED,0
f140f12c-6b93-462a-acb1-7690ec773477,1,FR,False,2018-09-20,2018-06-22 13:05:58.298000,ACTIVE,GB,1996,PASSED,0
c10671a0-792b-4188-b28a-4ae771723d0b,1,GB||JE||IM||GG,False,2018-03-20,2017-11-04 13:21:30.692000,ACTIVE,GB,1994,PASSED,0
c6538b4f-1776-4d71-a4cd-ea982f3c78f7,1,GB||JE||IM||GG,False,2018-05-25,2017-04-10 11:24:41.867000,ACTIVE,GB,1982,PASSED,0
617b41b9-64d6-40cc-a91a-191733b35249,1,BE,False,2018-05-25,2018-07-09 17:54:37.182000,ACTIVE,BE,1957,PASSED,0
7c33526b-12a0-4d14-a4d0-e50ce82d1bab,1,GB||JE||IM||GG,False,2018-05-25,2018-01-27 14:02:06.878000,ACTIVE,GB,1989,NONE,0
db03c7cd-4731-4bf5-a0be-a6cb31850b35,1,GB||JE||IM||GG,False,2018-09-20,2018-05-19 07:14:34.546000,ACTIVE,GB,1990,PASSED,0
0dd59f34-7970-4e5a-8f8a-9b5e5a4a1412,1,GB||JE||IM||GG,False,2018-05-25,2018-05-14 21:52:14.218000,ACTIVE,GB,1975,PASSED,0
e1be03f8-a9ad-469f-9466-d787dee5b581,1,FR,False,2018-05-25,2018-02-07 15:36:46.953000,ACTIVE,FR,1996,PASSED,0
7e9a550b-3467-4934-af4b-b3b978983840,1,GB||JE||IM||GG,False,2018-09-20,2017-10-20 17:28:51.650000,ACTIVE,GB,1990,PASSED,0
bf0361fa-64a9-4e1d-9163-50c48eccbc18,1,GR,False,2018-03-20,2016-01-27 19:16:05.428000,ACTIVE,GR,1980,PASSED,0
89594a0e-f75e-477c-bdf4-9ab9d4962eed,1,GB||JE||IM||GG,False,2018-01-13,2016-03-19 13:44:52.145000,ACTIVE,GB,1984,PASSED,0
d73d193d-e8e9-42c5-8024-745df133598d,1,GB||JE||IM||GG,False,2018-09-20,2018-04-28 09:09:02.485000,ACTIVE,GB,1991,PASSED,0
5b3047f4-556a-4b50-b1a5-a7f12efe5a23,1,LT,False,2018-09-20,2016-08-24 06:18:07.437000,ACTIVE,LT,1989,PASSED,0
cfe077e4-adf6-4bc4-ad66-a4787dfa98b3,1,GR,False,2018-09-20,2018-01-06 15:51:26.788000,ACTIVE,GR,1962,PASSED,0
77bb22ed-1131-40fb-98b1-ff111e6211ba,1,GB||JE||IM||GG,False,2018-03-20,2017-11-13 23:04:18.090000,ACTIVE,GB,1987,PASSED,0
19e904b0-6b2e-41c1-8e86-75178650b515,1,CH,False,,2017-05-20 12:20:37.357000,ACTIVE,CH,1982,PASSED,0
1161adca-2a97-45c5-9931-ac394780addc,1,CZ,False,2018-09-20,2018-02-03 19:00:02.202000,ACTIVE,GB,1990,PASSED,0
bc336b6f-7538-45f2-9b47-74bb8cd87bc5,1,FR,False,2018-09-20,2018-07-26 12:19:46.276000,ACTIVE,FR,1992,PASSED,0
8f7cb96b-2284-4206-b72b-57b9a6e9dc10,1,MT,False,2018-05-25,2018-05-02 08:54:34.501000,ACTIVE,MT,1990,PASSED,0
3db93982-c41d-4fe6-9d51-3e76f126dcc1,1,IE,False,2018-05-25,2016-08-02 10:05:02.181000,ACTIVE,IE,1988,PASSED,0
c2fa9d6f-167e-44b6-98a5-bb07549426ac,1,GB||JE||IM||GG,False,2018-01-01,2017-11-22 07:19:14.407000,ACTIVE,GB,1991,NONE,0
f8699be0-3f03-42f8-bc38-8e9305ac61c7,1,US||PR||CA,False,2018-09-20,2018-04-09 17:56:38.325000,ACTIVE,GB,1991,PASSED,0
c3ff17dc-8a00-421c-98da-8b82b31f1253,1,FR,False,2018-09-20,2018-02-28 07:35:28.912000,ACTIVE,FR,1992,PASSED,0
d99ce0b8-3838-46fa-adc5-eb60ba236e61,1,ES,False,2018-09-20,2017-09-02 19:41:09.798000,ACTIVE,GB,1992,PASSED,0
0ceb2c14-072d-4009-88c4-fd2c8784ca83,1,GR,False,2018-09-20,2018-02-03 08:01:21.876000,ACTIVE,GR,1979,PASSED,0
dba6b43a-6d85-4822-88a9-5fc37f6dc8a8,1,GB||JE||IM||GG,False,2018-09-20,2017-07-21 20:08:01.254000,ACTIVE,GB,1988,PASSED,0
3f1169d0-27d9-46b5-a373-fe1df73758c5,1,GB||JE||IM||GG,False,2018-05-25,2017-11-29 19:52:24.977000,ACTIVE,GB,1996,PASSED,0
789f87c4-755f-4a57-a528-10e971e6a190,1,GB||JE||IM||GG,False,,2017-07-11 10:10:36.660000,ACTIVE,GB,1994,PASSED,0
f0b86543-542b-43cc-ae00-4ec0979cd192,1,RO,False,2018-05-25,2018-05-23 05:03:37.042000,ACTIVE,RO,1983,NONE,0
9540f7e6-0e34-42fb-bcb1-960b8276859d,1,GR,False,,2016-07-27 08:36:51.779000,ACTIVE,GR,1994,NONE,0
37704f81-b3fb-477c-8e17-663fd16a1dc1,1,CH,False,2018-05-25,2018-04-28 10:41:16.278000,ACTIVE,CH,1965,PASSED,0
65689a87-fa68-4f4b-8e03-f4f5003b10d6,1,DK,False,2018-05-25,2018-05-19 12:12:34.887000,ACTIVE,DK,1986,PASSED,0
53268bec-e7d1-4a8f-ae91-22e130acf19e,1,PL,False,2018-05-25,2018-06-11 20:10:35.649000,ACTIVE,PL,1995,NONE,0
efb71805-e7f3-4b92-9048-4c1f3636d034,1,RO,False,2018-05-25,2018-05-28 09:00:15.755000,ACTIVE,RO,1996,PASSED,0
8ec08840-c191-44f0-90e5-28c2791d6941,1,GB||JE||IM||GG,False,2018-09-20,2017-12-09 17:42:44.470000,ACTIVE,GB,1986,PASSED,0
e5de778c-5450-4d48-a64b-58b2327144f0,1,RO,False,2018-09-20,2018-06-05 15:56:49.022000,ACTIVE,RO,1990,PASSED,0
8a516415-e078-4bf0-b0b6-64fb0d408e9e,0,GB||JE||IM||GG,False,,2016-05-03 05:19:37.508000,ACTIVE,GB,1965,NONE,0
6b0270f5-d6de-4edc-b0bf-c367d225ed91,1,MY,False,2018-03-20,2018-04-24 20:06:12.726000,ACTIVE,GB,1988,NONE,0
621a8782-a083-4a43-9ee2-9d025b12d632,1,SI,False,,2017-08-28 11:16:08.620000,ACTIVE,SI,1984,NONE,0
e65fb708-8e29-4057-abf3-292546702d67,1,GB||JE||IM||GG,False,2018-09-20,2017-12-21 11:07:13.519000,ACTIVE,GB,1989,PASSED,0
d21f2a19-10af-4ce2-b8a1-b30992a1f59b,0,FR,False,,2016-09-22 20:29:45.435000,ACTIVE,FR,1998,NONE,0
e98ba73c-9331-4d5c-8702-9e5a98bb10b0,1,LT,False,2018-01-13,2018-01-06 17:06:35.642000,ACTIVE,LT,1991,NONE,0
e4c8101a-246d-44ba-9cd5-e3173471b6c4,1,GB||JE||IM||GG,False,2018-05-25,2018-05-12 11:22:53.210000,ACTIVE,GB,1993,PASSED,0
d41bd830-3059-456f-aba4-223e8560d5cf,1,CH,False,2018-01-13,2017-12-16 18:25:50.695000,ACTIVE,CH,1995,NONE,0
20fc880c-a176-41a4-b093-1730d8025eea,1,FR,False,2018-09-20,2017-10-05 13:35:40.385000,ACTIVE,FR,1993,PASSED,0
062672cd-a94d-4d8b-b9f1-3506db218d7c,1,FR,False,2018-05-25,2018-04-17 12:44:49.625000,ACTIVE,GB,1999,PASSED,0
6abfc4e0-6d7d-40ac-8e1a-810707512ed1,1,CH,False,2018-09-20,2017-08-29 17:43:40.843000,ACTIVE,CH,1989,PASSED,0
ec7b2764-0fa8-4010-8fed-83aefda15484,1,GB||JE||IM||GG,False,2018-09-20,2016-07-28 08:59:12.008000,ACTIVE,GB,1989,PASSED,0
9366829b-c8e2-4238-b851-e6ee65d4296d,1,GB||JE||IM||GG,False,2018-05-25,2017-08-18 20:48:25.789000,ACTIVE,GB,1995,PASSED,0
7c7779c9-2447-422b-acfb-ca9c4dad5e09,1,FR,False,2018-01-13,2017-12-13 07:29:10.768000,ACTIVE,FR,1977,NONE,0
95a72d96-a9a4-461f-bf72-0105277cf1cf,1,GB||JE||IM||GG,False,2018-05-25,2018-05-24 11:33:21.115000,ACTIVE,GB,1991,PASSED,0
bfa22182-61fd-483a-8200-d2c8eb89aff6,1,FR,False,2018-05-25,2018-03-14 16:05:30.439000,ACTIVE,FR,1983,PASSED,0
d9a1579d-afc4-4ed7-82e0-2a26a9c639dd,1,RO,False,2018-05-25,2018-05-29 12:18:43.872000,ACTIVE,RO,1983,PASSED,0
d19fca6b-31ba-4c7f-97dc-825f6c046c6f,1,DE,False,2018-05-25,2018-06-04 17:39:16.337000,ACTIVE,DE,1995,PASSED,0
f0ea12b6-ff64-4262-9b28-d6864c8d827d,1,GB||JE||IM||GG,False,,2016-12-28 10:33:45.696000,ACTIVE,GB,1996,PASSED,0
376cf5de-d12f-4464-a704-7e03b2ec0e04,1,LT,False,2018-05-25,2017-10-29 07:25:31.933000,ACTIVE,LT,1976,PASSED,0
5c1ff530-8d1a-40ed-b839-301ef3e05621,1,GB||JE||IM||GG,False,2018-09-20,2017-06-30 13:44:14.615000,ACTIVE,GB,1984,PASSED,0
6f7ff281-0ce0-4b03-8a6d-a7afd04552b1,1,FR,False,2018-09-20,2018-07-01 20:48:12.847000,ACTIVE,FR,1994,PASSED,0
ceceaeea-aa03-4588-8c24-1f98fbeec82c,1,DE,False,2018-05-25,2018-07-11 20:49:56.379000,ACTIVE,DE,1981,PASSED,0
d84964ef-3cca-4ba0-b7d5-09c33f3466ca,1,GB||JE||IM||GG,False,2018-09-20,2018-01-01 11:49:28.292000,ACTIVE,GB,1978,PASSED,0
18f97f07-7c46-42a0-b603-aee353e4528a,1,FR,False,,2017-04-04 11:09:33.681000,ACTIVE,FR,1981,PASSED,0
15fafd09-d0e5-48dc-8c42-2aa84ac5d341,1,GB||JE||IM||GG,False,2018-09-20,2017-12-02 13:58:49.480000,ACTIVE,GB,1984,PASSED,0
9bcbfaa5-15c4-4a66-8cbd-1fc5accefd5f,1,GB||JE||IM||GG,False,2018-05-25,2016-08-30 10:20:19.131000,ACTIVE,GB,1986,PASSED,0
3e7a1920-2167-4f87-906f-b2f61f38fdee,1,LT,False,2018-03-20,2018-05-04 08:26:15.273000,ACTIVE,LT,1968,PASSED,0
5a837e2d-c352-498e-aec3-cbf894d501a1,1,GB||JE||IM||GG,False,2018-05-25,2018-06-03 21:10:33.528000,ACTIVE,GB,1986,PASSED,0
553c204e-57d0-4977-8268-6521fa05a27e,1,GB||JE||IM||GG,False,2018-09-20,2017-05-02 20:27:20.527000,ACTIVE,GB,1955,PASSED,0
05e480c2-ffa0-4a60-970f-31413098f6bf,1,FR,False,2018-05-25,2018-03-10 23:59:10.132000,ACTIVE,FR,1992,PASSED,0
df672ff9-4519-48ef-9dd2-9b8927076d04,1,GB||JE||IM||GG,False,2018-05-25,2017-07-24 05:55:46.988000,ACTIVE,GB,1965,PASSED,0
a1910970-12dc-4232-8192-380239d85e97,1,GB||JE||IM||GG,False,2018-05-25,2017-07-02 22:42:02.927000,ACTIVE,GB,1993,PASSED,0
34e10e29-4aa3-47f7-9c52-45a356844587,1,HR,False,2018-05-25,2018-07-07 05:34:01.017000,ACTIVE,HR,1995,NONE,0
64644993-f6c2-4439-89e1-12658e36118f,1,HU,False,2018-05-25,2018-06-23 09:57:58.787000,ACTIVE,HU,2000,NONE,0
0f2b7620-83ae-46f4-afcc-0a2eaa5ed2cb,1,BG,False,,2017-07-13 19:06:47.642000,ACTIVE,BG,1989,PASSED,0
17425a9e-546f-4fe4-a440-27805cfde861,1,LT,False,2018-03-20,2017-11-27 14:05:28.827000,ACTIVE,LT,1982,PASSED,0
7e285854-eacc-4872-9e70-32ef66141b94,1,GB||JE||IM||GG,False,2018-03-20,2017-10-30 10:40:33.226000,ACTIVE,GB,1994,PASSED,0
0e3d1088-f8cb-4cc6-b1e7-c54613abf91b,1,GB||JE||IM||GG,False,,2017-05-07 10:28:34.912000,ACTIVE,GB,1993,PASSED,0
34b4d41b-81f3-4373-a7c5-2f0bad97d0da,1,ES,False,2018-03-20,2018-02-03 17:57:25.469000,ACTIVE,ES,1964,PASSED,0
bb230fbc-8377-402d-bf6a-8e6374ff20ce,1,GR,False,,2017-02-12 14:15:30.999000,ACTIVE,GR,1984,NONE,0
59129cef-761c-4eb0-a5bb-acc49feaa0a7,1,GB||JE||IM||GG,False,2018-05-25,2018-07-08 16:12:42.541000,ACTIVE,GB,1968,PASSED,0
ca945228-0fac-4ccf-8567-ba3a24e6aa00,1,GB||JE||IM||GG,False,2017-01-16,2016-10-13 20:51:51.942000,ACTIVE,GB,1993,PASSED,0
7f6d7057-e558-4c26-9096-c431d5f72261,1,FR,False,2018-01-13,2017-12-15 16:52:36.791000,ACTIVE,FR,1980,NONE,0
21619b97-a97b-4f2e-8107-f8cf2872f906,1,RO,False,2018-05-25,2018-06-27 11:43:20.181000,ACTIVE,RO,1982,PASSED,0
